Código da Habilidade	Campo de experiências	Faixas Etárias	Objetivos de aprendizagem e desenvolvimento	Abordagem das experiências de aprendizagem	Sugestões para o currículo
EI01ET01	Espaços, tempos, quantidades, relações e transformações	Bebês (zero a 1 ano e 6 meses)	  Explorar e descobrir as propriedades de objetos e materiais (odor, cor, sabor, temperatura).	Os bebês aprendem com todo o seu corpo e seus sentidos. Por meio de suas ações de explorações, aprendem sobre o mundo à sua volta. A qualidade das vivências de explorações que os bebês têm nesse momento oferece uma base de experiência para interpretarem o mundo. Na sua vontade de interagir e aprender sobre os objetos e materiais, usam como ferramentas aquilo que está ao seu alcance: olhos, nariz, mãos, boca, ouvidos e pés. Nesse contexto, é importante que os bebês participem de situações nas quais possam agir sobre os materiais repetidas vezes, divertindo-se, explorando, investigando, testando diferentes possibilidades de uso e interação, encontrando e resolvendo problemas; que possam explorar objetos com formas e volumes variados e identificar algumas propriedades simples dos materiais, como, por exemplo, a luminosidade, a temperatura, a consistência e a textura; que possam também explorar temperatura e inclinação dos diferentes tipos de solo da unidade de Educação Infantil. Além disso, é importante que possam, por meio da repetição com significado dessas situações, descobrir a permanência do objeto.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para bebês, é possível construir objetivos específicos relacionados à identificação de objetos como, por exemplo, por meio da exploração. Além disso, também é possível prever objetivos relacionados ao uso de objetos, como, por exemplo, fazer uso do objeto de forma convencional ou dando um novo significado por meio de sua brincadeira exploratória. O currículo local pode, ainda, destacar quais os alimentos são típicos de seus contextos familiares e quais aqueles que a escola pode ofertar para ampliar as vivências dos bebês e também considerar as diferentes formas de contato que têm com os alimentos (por exemplo, pela consistência — sólidos, pastosos, líquidos —, pelos odores, pelos sabores).
EI02ET01	Espaços, tempos, quantidades, relações e transformações	Crianças bem pequenas (1 ano e 7 meses a 3 anos e 11 meses)	  Explorar e descrever semelhanças e diferenças entre as características e propriedades dos objetos (textura, massa, tamanho).	As crianças bem pequenas aprendem sobre o mundo à sua volta por meio das descobertas que fazem a partir de explorações e investigações de diferentes objetos. Cada novo objeto ou grupo de objetos que descobrem proporciona diversas explorações e enriquecem suas interações, curiosidades e interesses, favorecendo uma postura investigativa sobre o meio que as cercam.  Nesse contexto, é importante que as crianças bem pequenas tenham oportunidades diversas de exploração de diferentes objetos: individualmente, em duplas, trios ou pequenos grupos; no espaço da sala, organizado de forma a desafiá-la e atraí-la em suas investigações; e no espaço externo, sensibilizada pelos diferentes elementos da natureza e a diversidade de formas possíveis de explorar. As crianças bem pequenas gostam de contar o que estão fazendo. Enquanto brincam e exploram, criam narrativas sobre suas ações e se divertem e aprendem umas com as outras ao compartilhar seus pensamentos. Nesse contexto, a escuta e a observação atenta do(a) professor(a) para suas ações exploratórias e investigativas podem apoiá-lo(a) a interagir com as crianças a partir de seus interesses e curiosidades, chamando atenção para as propriedades dos objetos (água, terra, areia, farinha etc.) e as suas características, destacando as relações e conexões que as crianças fazem, incentivando que atentem às semelhanças e diferenças e também proporcionando situações de exploração de objetos de diferentes formatos e tamanhos, utilizando o conhecimento de suas propriedades para explorá-los com maior intencionalidade — por exemplo, empilhar objetos do menor para o maior e vice-versa.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para as crianças bem pequenas, é possível construir objetivos específicos relacionados à identificação de características dos objetos, como, por exemplo, observar e nomear alguns atributos dos objetos que exploram. O currículo pode considerar objetivos específicos relacionados à descrição e identificação de diferenças entre objetos, como, por exemplo, descrever objetos em situações de exploração ou em atividades de trios ou pequenos grupos, apontando suas características, semelhanças e diferenças, além de abordar atitudes a serem desenvolvidas, como mostrar curiosidade em exploração ou interessar-se por identificar semelhanças e diferenças entre objetos. O currículo local pode, ainda, exemplificar situações ou objetos típicos de sua cultura, que as crianças costumam usar em suas explorações, tais como areia e água — misturar areia com água; tinta – brincar com diferentes tipos de tintas; elementos da natureza – terra, lama, plantas etc.
EI03ET01	Espaços, tempos, quantidades, relações e transformações	Crianças pequenas (4 anos a 5 anos e 11 meses)	  Estabelecer relações de comparação entre objetos, observando suas propriedades.	As crianças pequenas aprendem sobre as características e propriedades dos objetos usando todos os seus sentidos em situações de exploração e investigação. A partir da oportunidade de realizarem repetidas explorações, elas começam a construir conclusões baseadas em suas percepções físicas imediatas, a fazer comparações entre os objetos e a descrever suas diferenças. Nesse contexto, é importante que as crianças pequenas tenham a oportunidade de realizar diversas situações de exploração e investigação de objetos em suas brincadeiras ou em atividades organizadas pelos(as) professores(as), seja individualmente, em duplas, trios ou pequenos grupos; seja no espaço da sala, organizado de forma a desafiá-las e atraí-las em suas investigações, seja no espaço externo, sensibilizadas pelos diferentes elementos da natureza e a diversidade de formas possíveis de explorá-los. É importante que possam participar de situações como explorar relações de peso, tamanho e volume de formas bidimensionais ou tridimensionais e explorar materiais como argila e massa de modelar, percebendo a transformação do espaço tridimensional em bidimensional e vice-versa, a partir da construção e desconstrução. A observação e a escuta atenta do(a) professor(a) permite que converse com as crianças, valorizando seus interesses, necessidades e suas falas, cada vez mais elaboradas, sobre suas explorações, comparações e as descobertas que fazem.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para as crianças pequenas, é possível construir objetivos específicos relacionados aos tipos de comparação que podem realizar — de tamanhos, pesos, volumes e temperaturas —, estabelecendo relações. O currículo pode considerar objetivos específicos relacionados ao uso de vocabulário próprio ao realizar comparações entre objetos — por exemplo, usar características opostas das grandezas de objetos (grande/pequeno, comprido/curto etc.) ao falar sobre eles. O currículo local pode, ainda, abordar atitudes a serem desenvolvidas, como interessar-se por fazer uso de diferentes procedimentos ao comparar objetos.
EI01ET02	Espaços, tempos, quantidades, relações e transformações	Bebês (zero a 1 ano e 6 meses)	  Explorar relações de causa e efeito (transbordar, tingir, misturar, mover e remover etc.) na interação com o mundo físico.	Os bebês são extremamente motivados por explorar e estão vivendo suas primeiras experiências de contato com o meio físico e natural, de modo que todo esse mundo é para eles uma grande novidade com muitas coisas para descobrir. A exploração dos bebês é marcada pela sua experiência sensorial, de forma que fazem uso de todos os seus sentidos e seu corpo para descobrir sobre si mesmos e sobre os efeitos de suas ações sobre os objetos e pessoas. Nesse contexto, é importante que os bebês possam participar de situações de exploração cada vez mais diversas, nas quais possam fazer uso de todos os seus sentidos e de seu corpo e que apoiem a sua descoberta da permanência do objeto. Dar tempo e valorizar as explorações dos bebês é uma forma de engajá-los nas suas descobertas iniciais sobre o mundo físico e natural à sua volta, como, por exemplo, explorar objetos, empilhando, segurando, jogando, retirando e guardando na caixa, enchendo e esvaziando recipientes com água, areia, folhas, percebendo relações simples de causa e efeito e mostrando interesse no porquê e em como as coisas acontecem em momentos de brincadeiras, em atividades individuais ou em interações em pequenos grupos.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para bebês, é possível construir objetivos específicos relacionados à exploração simples e observação de resultados, como, por exemplo, repetir ações que percebem que geram resultados. O currículo pode prever objetivos específicos relacionados à percepção da relação causa e efeito, como, por exemplo, usar ações para mostrar a propriedade e as funções das coisas ou começar a usar objetos como ferramenta para resolver problemas (ex.: usar uma corda para puxar o carrinho). O currículo local pode, ainda, trazer exemplos de fenômenos naturais típicos de sua região, além de abordar atitudes a serem desenvolvidas nessas situações, como demonstrar interesse e curiosidade ao vivenciar situações de contato com fenômenos da natureza (ex.: chuva, vento, correnteza etc.).
EI02ET02	Espaços, tempos, quantidades, relações e transformações	Crianças bem pequenas (1 ano e 7 meses a 3 anos e 11 meses)	  Observar, relatar e descrever incidentes do cotidiano e fenômenos naturais (luz solar, vento, chuva etc.).	As crianças bem pequenas começam a aprender sobre os fenômenos naturais conforme têm oportunidades de viver diversas situações de contato com a natureza. É por meio de vivências no contato com o sol, com a chuva, com a terra molhada, com a areia seca que elas passam a se questionar sobre a diversidade e a complexidade dos fenômenos da natureza. Nesse contexto, é importante que as crianças bem pequenas tenham a oportunidade de presenciar e vivenciar fenômenos naturais, mas também de conversar sobre outros que conhecem por meio dos meios de comunicação ou pelas histórias, mitos e lendas que têm a oportunidade de escutar. Questionar as crianças, instigando suas explorações, investigações e descobertas sobre os fenômenos da natureza, propondo que observem e descrevam, por exemplo, as características e movimentos do sol, da lua, das estrelas e das nuvens, bem como das mudanças de tempo (frio e calor) em momentos de brincadeiras, em atividades individuais ou pequenos grupos também é uma forma de o(a) professor(a) apoiá-las a realizarem conexões e aprimorarem suas habilidades em formular perguntas, relacionar informações, construir hipóteses e, com isso, ampliar seus conhecimentos e suas experiências.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para as crianças bem pequenas, é possível construir objetivos específicos relacionados aos procedimentos de pesquisa como, por exemplo, realizar investigações simples para descobrir porque as coisas acontecem e como funcionam ou usar uma variedade de ferramentas para explorar o mundo e aprender como as coisas funcionam. O currículo pode considerar objetivos específicos relacionados ao relato de fenômenos naturais, como, por exemplo, falar sobre o que se está vendo e o que está acontecendo, descrevendo mudanças em objetos, seres vivos e eventos naturais no ambiente. O currículo local pode, ainda, abordar atitudes a serem desenvolvidas, como, por exemplo, interessar-se por fazer observações simples e descobrir diferentes elementos e fenômenos da natureza (ex.: luz solar, chuva, vento, dunas, lagoas, entre outros), bem como considerar exemplos de fenômenos naturais típicos de sua região.
EI03ET02	Espaços, tempos, quantidades, relações e transformações	Crianças pequenas (4 anos a 5 anos e 11 meses)	  Observar e descrever mudanças em diferentes materiais, resultantes de ações sobre eles, em experimentos envolvendo fenômenos naturais e artificiais.	As crianças pequenas são extremamente curiosas sobre as coisas que acontecem à sua volta; gostam de perguntar sobre o que está acontecendo, por que e como: “por que a chuva cai da nuvem? Por que o sol não aparece à noite? Por que o coração bate mais rápido quando a gente corre?”. Suas perguntas não necessitam de respostas rebuscadas, envolvendo a formulação de conceitos físicos ou biológicos; elas são intencionalmente uma busca de informações sobre algo, uma tentativa de explicar aquilo que observam. Nesse contexto, é importante que as crianças pequenas tenham a oportunidade de participar de diversas situações de exploração de objetos (ex.: observar a água em forma de gelo, a água líquida e o vapor d’água), de formular perguntas (ex.: Por que o gelo derreteu?), de construir suas hipóteses (ex.: Será que é porque está calor?), de desenvolver suas generalizações (ex.: O sorvete também derrete quando está muito calor!), de aprender um novo vocabulário (ex.: derreter, evaporar etc.), nas quais explicam o efeito e a transformação na forma, velocidade, peso e volume de objetos, agindo sobre eles, ou exploram algumas propriedades dos objetos, como a de refletir, ampliar ou inverter as imagens, ou de produzir, transmitir ou ampliar sons etc., e também tenham oportunidades de descrever o que observaram ou contar o que aprenderam tendo o apoio do(a) professor(a) por meio de uma escuta atenta e de um interesse genuíno em suas colocações.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para as crianças pequenas, é possível construir objetivos específicos relacionados aos procedimentos de pesquisa, como, por exemplo, nomear e descrever características e semelhanças frente aos fenômenos da natureza, estabelecendo algumas relações de causa e efeito, levantando hipóteses, utilizando diferentes técnicas e instrumentos e reconhecendo algumas características e consequências para a vida das pessoas; ou reunir informações de diferentes fontes para descobrir por que as coisas acontecem e como funcionam, registrando e comunicando suas descobertas de diferentes formas (oralmente, por meio da escrita, da representação gráfica, de encenações etc.).O currículo local pode, ainda, abordar atitudes a serem desenvolvidas, como, por exemplo, interessar-se por reconhecer características geográficas e paisagens que identificam os lugares onde vivem e destacando aqueles que são típicos de sua região.
EI01ET03	Espaços, tempos, quantidades, relações e transformações	Bebês (zero a 1 ano e 6 meses)	  Explorar o ambiente pela ação e observação, manipulando, experimentando e fazendo descobertas.	Os bebês aprendem com todo o seu corpo e seus sentidos. Por meio de suas ações de explorações, investigações e observações, aprendem sobre o seu meio e as pessoas que dele fazem parte. As experiências iniciais de interação dos bebês com o meio ambiente, participando de situações de cuidado e preservação deste, são importantes para que aprendam a se relacionar com o ambiente de forma positiva e responsável. Nesse contexto, é importante que os bebês possam participar de situações nas quais consigam brincar na areia, brincar com água, deitar, se arrastar ou engatinhar na grama e passear pelo parque no colo acolhedor do(a) professor(a) que está atento(a) a todas as suas manifestações e expressões, buscando enriquecer suas ações, observações, explorações e investigações do meio ambiente.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para bebês, é possível construir objetivos específicos relacionados ao contato com animais, como, por exemplo, descobrir, por meio de seus sentidos, os seres vivos próximos do seu entorno que lhes atraem. O currículo pode considerar objetivos específicos relacionados à identificação de características dos seres vivos, como, por exemplo, tamanho, cheiro, som, cores e movimentos das pessoas e animais que fazem parte de seu cotidiano. O currículo local pode, ainda, trazer exemplos específicos de seu meio ambiente ou pode também abordar atitudes a serem desenvolvidas nessas situações, como, por exemplo, apreciar e manifestar curiosidade frente aos elementos da natureza, se entretendo com eles.
EI02ET03	Espaços, tempos, quantidades, relações e transformações	Crianças bem pequenas (1 ano e 7 meses a 3 anos e 11 meses)	  Compartilhar, com outras crianças, situações de cuidado de plantas e animais nos espaços da instituição e fora dela.	As crianças bem pequenas são extremamente curiosas e interessadas sobre o ser humano, os animais e as plantas. No contato com outras crianças, com animais de seu entorno e com plantas, elas exploram, fazem observações, formulam perguntas e têm a oportunidade de descobrir e conhecer ativamente o meio natural, desenvolver atitudes de respeito, cuidado e permanente interesse por aprender, aprimorando habilidades que permitam ampliar suas noções e sua compreensão sobre os seres vivos e as relações dinâmicas com o seu entorno.Nesse contexto, é importante que as crianças bem pequenas tenham a oportunidade de viver situações nas quais possam se responsabilizar por pequenas tarefas, como regar e cuidar das plantas utilizando ferramentas como pá, regador, arado etc., dar comida aos bichos e acompanhar o crescimento de alimentos na horta, ampliando a compreensão que possuem sobre o mundo social e natural.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para as crianças bem pequenas, é possível construir objetivos específicos relacionados à identificação de características dos seres vivos, como, por exemplo, observar, imitar e nomear algumas particularidades dos animais. O currículo pode considerar objetivos específicos relacionados à identificação de diferenças entre os seres vivos e outros elementos e materiais, como, por exemplo, identificar, pela exploração e observação, características que diferenciam os seres vivos de outros elementos e materiais de seu meio. O currículo local pode, ainda, trazer exemplos típicos de sua região ou abordar atitudes a serem desenvolvidas, como, por exemplo, demonstrar iniciativa e responsabilizar-se por ações simples de cuidado com animais ou plantas de seu entorno.
EI03ET03	Espaços, tempos, quantidades, relações e transformações	Crianças pequenas (4 anos a 5 anos e 11 meses)	  Identificar e selecionar fontes de informações, para responder a questões sobre a natureza, seus fenômenos, sua conservação.	As crianças pequenas aprendem sobre a natureza, seus fenômenos e sua conservação vivendo situações de interação, exploração, observação e investigações sobre os elementos e fenômenos naturais. Nessas oportunidades, as crianças formulam perguntas, levantam hipóteses e buscam fontes de informações para encontrar suas respostas e, assim, ampliar suas noções e enriquecer suas experiências. Nesse contexto, é importante que as crianças pequenas tenham a oportunidade de aprender por meio de sua própria curiosidade e questionamento, tendo o apoio do(a) professor(a), que propicia vivências enriquecedoras, observa e escuta os interesses, curiosidades e as questões das crianças, favorecendo situações nas quais possam utilizar diferentes estratégias de buscar informações, coletar dados e viver novas situações. É importante que tenham a oportunidade de observar e criar explicações para fenômenos e elementos da natureza presentes no seu dia-a-dia (calor produzido pelo sol, chuva, claro-escuro, quente-frio), estabelecendo regularidades, relacionando-os à necessidade dos humanos por abrigo e cuidados básicos — agasalhar-se, não ficar exposto ao sol, beber líquido, fechar ou abrir janela, acender ou apagar a luz —, apontando algumas mudanças de hábitos em animais ou plantas influenciadas por mudanças climáticas, contribuindo para a aprendizagem das crianças de noções, habilidades e atitudes em relação à natureza, seus fenômenos e sua conservação.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para as crianças pequenas, você pode construir objetivos específicos relacionados aos procedimentos de pesquisa como, utilizar, com ou sem a ajuda do(a) professor(a), diferentes fontes para encontrar informações frente a hipóteses formuladas ou problemas a resolver relativos a natureza, seus fenômenos e sua conservação, como livros, revistas, pessoas da comunidade, fotografia, filmes ou documentários etc., ou pode considerar objetivos específicos relacionados aos procedimentos de pesquisa mais complexos como, por exemplo, reunir informações de diferentes fontes e, com o apoio do(a) professor(a), ler e interpretar e produzir registros como desenhos, textos orais ou escritos (escrita espontânea), comunicação oral gravada, fotografia etc. Você pode, ainda, pode trazer exemplos de fontes de informações que são típicas de sua comunidade ou abordar atitudes a serem desenvolvidas como, por exemplo, valorizar a pesquisa em diferentes fontes para encontrar informações sobre questões relacionadas a natureza, seus fenômenos e conservação.
EI01ET04	Espaços, tempos, quantidades, relações e transformações	Bebês (zero a 1 ano e 6 meses)	  Manipular, experimentar, arrumar e explorar o espaço por meio de experiências de deslocamentos de si e dos objetos.	Os bebês aprendem sobre os elementos e relações espaciais em situações cotidianas, nas quais usam todo o seu corpo e seus sentidos para explorar o espaço. Organizar o espaço intencionalmente de forma a proporcionar vivências ricas e diversas para as explorações dos bebês é uma importante ação do(a) professor(a) no apoio às suas descobertas. Nesse contexto, é importante que os bebês possam participar de situações nas quais consigam brincar pelo espaço, encontrando diferentes desafios, sendo convidados a fazer uso de diferentes movimentos e a explorar novas formas de ocupar espaços já conhecidos. Organizar o espaço da sala com diferentes ambientes e brincadeiras, envolvendo blocos, carrinhos, brinquedos de empilhar etc. também é uma forma de apoiar os bebês em novas explorações, que implicam diferentes formas de representação do espaço.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para os bebês, é possível construir objetivos específicos relacionados à exploração do espaço, como, por exemplo, acompanhar com os olhos os movimentos dos materiais e usar o corpo para explorar o espaço, virando-se para diferentes lados ou rastejando-se. O currículo pode considerar objetivos específicos relacionados a resoluções de problemas espaciais, por exemplo, que envolvam obstáculos vencidos passando-se por cima, ao lado ou removendo-os. O currículo local pode, ainda, trazer exemplos específicos de seu espaço ou abordar atitudes a serem desenvolvidas nessas situações, como persistir em alcançar um brinquedo desejado.
EI02ET04	Espaços, tempos, quantidades, relações e transformações	Crianças bem pequenas (1 ano e 7 meses a 3 anos e 11 meses)	  Identificar relações espaciais (dentro e fora, em cima, embaixo, acima, abaixo, entre e do lado) e temporais (antes, durante e depois).	As crianças bem pequenas começam a identificar e compreender as relações espaciais e temporais por meio de suas explorações dos objetos, de suas ações e deslocamento no espaço, da vivência de acontecimentos familiares, da observação de indícios externos como marcadores de tempo, da repetição intencional de suas ações e de suas diferentes experiências com ritmos e velocidades. Nesse contexto, é importante que as crianças bem pequenas tenham a oportunidade de vivenciar diversas situações de exploração dos espaços escolares em contextos variados, seja em suas brincadeiras livres, seja em pares ou pequenos grupos, e que possam envolver-se em desafios como, por exemplo, de identificação de pontos de referências para situar-se e deslocar-se no espaço, e de descrever e representar percursos e trajetos considerando diferentes pontos de referências. É importante, também, que possam conversar entre elas, em pequenos grupos, sobre suas vivências familiares. Além disso, é interessante que tenham diferentes oportunidades de participar da organização de eventos e festas tradicionais, e de comemorar os aniversários e algumas passagens significativas do tempo, sejam de sua cultura local, de seus grupos familiares ou também da comunidade escolar. Essas situações são importantes referências para apoiá-las na identificação de relações temporais e podem ser enriquecidas nas interações com os(as) professores(as) quando trazem perguntas que as convidam a antecipar e descrever acontecimentos segundo uma sequência no tempo, a partir da escuta atenta das conversas entre as crianças e da observação de suas iniciativas e brincadeiras.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para as crianças bem pequenas, é possível construir objetivos específicos relacionados à identificação de relações espaciais, como, por exemplo, encontrar objetos ou brinquedos desejados nas situações de brincadeiras ou a partir de orientações do(a) professor(a) sobre a sua localização. É possível também considerar objetivos específicos relacionados à identificação de relações temporais, como, por exemplo, identificar os momentos da rotina ou conversar sobre os acontecimentos dos dias fazendo uso de expressões temporais como antes, durante e depois. O currículo local pode, ainda, trazer exemplos típicos de seu espaço ou das vivências do contexto de seu cotidiano escolar; ou, ainda, abordar atitudes a serem desenvolvidas, como, por exemplo, interessar-se por conhecer os diferentes espaços da escola por meio de explorações que promovam a identificação de relações espaciais.
EI03ET04	Espaços, tempos, quantidades, relações e transformações	Crianças pequenas (4 anos a 5 anos e 11 meses)	  Registrar observações, manipulações e medidas, usando múltiplas linguagens (desenho, registro por números ou escrita espontânea), em diferentes suportes.	As crianças pequenas aprendem sobre as medidas participando de situações em que tenham a oportunidade de observar, comparar e perceber as características de diferentes objetos e espaços em relação ao seu comprimento, peso, capacidade e temperatura. A vivência dessas situações favorece com que construam relações, atribuam significado e façam uso de expressões que as ajudem a se aproximar da noção de medidas e do registro destas. Nesse contexto, é importante que as crianças pequenas tenham a oportunidade de participar de situações do cotidiano, como, por exemplo, atividades de culinária, sendo instigadas a resolver problemas envolvendo unidades de medida, como quantidade de ingredientes ou tempo de cozimento. Também é importante que possam ter a oportunidade de brincar livremente, tendo como recursos objetos e ferramentas de medidas, convencionais ou não, a fim de estabelecer distância, comprimento, capacidade (litro) e massa, usar notas e moedas nos contextos de brincadeiras com o desafio de pagar e dar troco, além de participar de situações de pequenos grupos, pares ou trios, nas quais são convidadas a resolver problemas fazendo uso de unidades de medidas e registrá-las com o apoio do(a) professor(a).	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para as crianças pequenas, é possível construir objetivos específicos relacionados às explorações e registros de medidas, como, por exemplo, utilizar ferramentas de medidas não padronizadas, como os pés, as mãos e pequenos objetos de uso cotidiano em suas brincadeiras, construções ou criações. É possível, também, considerar objetivos específicos relacionados ao uso de mapas, como, por exemplo, produzir mapas simples ou utilizá-los para encontrar localizações de objetos ou espaços. O currículo local pode, ainda, trazer exemplos de linguagens e suportes comuns em sua comunidade ou abordar atitudes a serem desenvolvidas, como, por exemplo, interessar-se por registrar suas observações e descobertas fazendo-se entender e escolhendo linguagens e suportes mais eficientes a partir de sua intenção comunicativa.
EI01ET05	Espaços, tempos, quantidades, relações e transformações	Bebês (zero a 1 ano e 6 meses)	  Manipular materiais diversos e variados para comparar as diferenças e semelhanças entre eles.	Os bebês aprendem com todo o seu corpo e seus sentidos. Por meio de suas ações de explorações sobre diferentes materiais, descobrem que estes possuem muitas qualidades. Ao fazer explorações com suas mãos, descobrem as texturas dos objetos; com sua boca, conhecem os sabores; com os ouvidos, os diferentes sons; com os olhos, reconhecem diferentes rostos familiares.  Nesse contexto, é importante que os bebês possam participar de situações nas quais consigam agir sobre os materiais, repetidas vezes, experimentando gostos, texturas, sabores, odores, sons e tendo a oportunidade de realizar comparações simples entre eles. É importante também que possam brincar, individualmente, em pares, trios ou pequenos grupos, com objetos e materiais variados, como os que produzem sons, refletem, ampliam, iluminam, e que possam ser encaixados, desmontados, enchidos e esvaziados, divertindo-se ao identificar características e reconhecer algumas semelhanças e diferenças.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para bebês, é possível construir objetivos específicos relacionados ao uso dos sentidos em suas explorações sobre diversos materiais, como, por exemplo, explorar as características dos materiais fazendo uso de suas mãos, pés, boca, nariz e ouvido. O currículo pode considerar objetivos específicos relacionados à descoberta de semelhanças e diferenças dos materiais, como brincar de guardar materiais semelhantes em uma caixa. O currículo local pode, ainda, abordar atitudes a serem desenvolvidas, como interessar-se por explorar diversos materiais, descobrindo e experimentando suas características, e trazer exemplos de materiais comuns em seu território.
EI02ET05	Espaços, tempos, quantidades, relações e transformações	Crianças bem pequenas (1 ano e 7 meses a 3 anos e 11 meses)	  Classificar objetos, considerando determinado atributo (tamanho, peso, cor, forma etc.).	As crianças bem pequenas aprendem sobre os objetos por meio das descobertas que fazem a partir da exploração e investigação sobre eles. Conforme exploram, têm a oportunidade de identificar suas características e ordenar e organizar as informações que apreendem por meio de suas ações, buscando encontrar sentido para suas descobertas. A partir de suas explorações sobre os atributos dos materiais, podem classificá-los compondo agrupamentos a partir de relações que constroem entre eles.  Nesse contexto, é importante que as crianças bem pequenas tenham a oportunidade de brincar com diferentes materiais ou participar de situações nas quais são convidadas a nomeá-los ou agrupá-los, podendo atribuir sentidos para essas ações, como acontece, por exemplo, quando participam de atividades que envolvem a confecção de objetos, fazendo uso de diferentes materiais e selecionando-os segundo seus atributos. As brincadeiras, nos espaços organizados com diferentes materiais, ou mesmo ao ar livre, no contato com diferentes elementos da natureza, instigam as crianças bem pequenas em suas investigações, bem como a escuta e observação atenta do(a) professor(a) propicia importantes interações, que podem enriquecer e ampliar suas experiências.	Ao formular objetivos de aprendizagem e desenvolvimento específicos para o currículo, é desejável detalhar noções, habilidades, atitudes e/ou especificidades locais para cada um dos objetivos de aprendizagem e desenvolvimento da BNCC. Para as crianças bem pequenas, é possível construir objetivos específicos relacionados à identificação de atributos dos materiais, como, por exemplo, explorar e fazer comparações entre diferentes materiais fazendo referência ao tamanho, peso, cor, forma etc.. O currículo pode considerar objetivos específicos relacionados à habilidade de classificação de objetos baseadas em seus atributos, como, por exemplo, usar seus conhecimentos sobre os atributos de diferentes objetos para selecioná-los segundo suas intenções. O currículo local pode, ainda, abordar atitudes a serem desenvolvidas, como interessar-se por participar dos momentos de organização dos brinquedos da sala usando seus atributos para agrupá-los etc.
